RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Right	Category Left	Index Right	Index Left	Pupil Size Right X [px]	Pupil Size Right Y [px]	Pupil Diameter Right [mm]	Pupil Size Left X [px]	Pupil Size Left Y [px]	Pupil Diameter Left [mm]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Point of Regard Left X [px]	Point of Regard Left Y [px]	AOI Name Right	AOI Name Left	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Gaze Vector Left X	Gaze Vector Left Y	Gaze Vector Left Z	Eye Position Right X [mm]	Eye Position Right Y [mm]	Eye Position Right Z [mm]	Eye Position Left X [mm]	Eye Position Left Y [mm]	Eye Position Left Z [mm]	Pupil Position Right X [px]	Pupil Position Right Y [px]	Pupil Position Left X [px]	Pupil Position Left Y [px]	Port Status
1248294.4	14:23:26:414	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	5	5	16.3	16.3	2.8	16.7	16.7	2.6	1096.3	821.2	1313.9	891.5	object2	object2	0.1	0.1	-1	0.3	0.1	-1	14.3	17.2	542.4	-46.3	16.6	531.3	1257	654.5	1613.4	657.9	0
1248311	14:23:26:431	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	5	5	16.6	16.6	2.8	16.6	16.6	2.6	1085	835.2	1309.7	874.9	object2	object2	0.1	0.1	-1	0.2	0.1	-1	14.4	17.2	542.6	-46.3	16.6	532	1256.9	654.9	1613.5	657.6	0
1248327.7	14:23:26:447	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	5	5	16.3	16.3	2.7	16.8	16.8	2.6	1084.7	812.5	1312.1	878.5	object2	object2	0.1	0.2	-1	0.3	0.1	-1	14.4	17.2	541.3	-46.3	16.6	532.2	1256.4	654.4	1613.2	657.8	0
1248344.4	14:23:26:464	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	5	5	16.5	16.5	2.7	17	17	2.7	1083.4	813.1	1311.4	877.7	object2	object2	0.1	0.1	-1	0.2	0.1	-1	14.5	17.1	540.8	-46.3	16.6	532.3	1256	654.6	1612.9	657.8	0
1248361	14:23:26:481	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	5	5	16.3	16.3	2.7	16.7	16.7	2.7	1085	815.8	1314.2	872.3	object2	object2	0.1	0.1	-1	0.3	0.1	-1	14.6	17.1	540.3	-46.3	16.6	533.5	1255.4	654.9	1612.3	657.7	0
1248377.7	14:23:26:497	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	5	5	16.3	16.3	2.7	16.9	16.9	2.7	1086.1	806.8	1315.5	875.8	object2	object2	0.1	0.2	-1	0.3	0.1	-1	14.6	17	539.7	-46.3	16.6	533.5	1255	654.8	1612	657.9	0
1248394.3	14:23:26:514	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	5	5	16.5	16.5	2.7	16.6	16.6	2.7	1086.6	820	1315.7	874	object2	object2	0.1	0.1	-1	0.3	0.1	-1	14.7	17	539.6	-46.2	16.6	534	1254.6	655.5	1611.7	657.9	0
1248411	14:23:26:531	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	5	5	16.3	16.3	2.7	17	17	2.7	1091.5	805.3	1315.3	876.5	object2	object2	0.1	0.2	-1	0.2	0.1	-1	14.7	16.9	539.4	-46.2	16.6	534.4	1253.9	655.1	1611.4	658.2	0
1248427.6	14:23:26:547	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	5	5	16.5	16.5	2.7	16.9	16.9	2.7	1089.7	816.5	1317.3	874.7	object2	object2	0.1	0.1	-1	0.3	0.1	-1	14.8	16.9	538.8	-46.2	16.5	534.6	1253.7	655.8	1610.9	658.1	0
1248444.3	14:23:26:564	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Saccade	Saccade	5	5	15.8	15.8	2.7	16.7	16.7	2.7	1083.7	804.6	1317.9	872.2	object2	object2	0.1	0.2	-1	0.3	0.1	-1	14.8	16.9	539	-46.2	16.6	534.9	1254	655.1	1610.7	657.8	0
1248461	14:23:26:581	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16	16	2.6	16.4	16.4	2.7	1063.6	748.5	1281.6	778.6	object2	object2	0.1	0.2	-1	0.2	0.1	-1	14.7	17.1	538.7	-46.3	16.7	535.3	1255.1	653.3	1612.1	655.8	0
1248477.7	14:23:26:597	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.4	16.4	2.6	16.4	16.4	2.7	1061.9	751.5	1272.6	772.4	object2	object2	0.1	0.2	-1	0.2	0.2	-1	14.7	17.1	538.4	-46.3	16.8	535.6	1254.8	653.4	1612	655.5	0
1248494.3	14:23:26:614	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.4	16.4	2.6	16.4	16.4	2.7	1044.9	747.1	1264.4	769.3	object2	object2	0.1	0.2	-1	0.2	0.2	-1	14.8	17	538.6	-46.3	16.7	535.9	1254.6	653.6	1612	655.6	0
1248511	14:23:26:631	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.5	16.5	2.6	16.3	16.3	2.7	1041.6	756.3	1259.7	766.3	object2	object2	0.1	0.2	-1	0.2	0.2	-1	14.8	17	538.6	-46.3	16.7	536	1254.4	653.9	1611.9	655.6	0
1248527.6	14:23:26:647	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.3	16.3	2.6	16.3	16.3	2.7	1043.9	744.1	1260.2	769.1	object2	object2	0.1	0.2	-1	0.2	0.2	-1	14.9	17	538.8	-46.3	16.7	536.1	1254.1	653.6	1611.8	655.9	0
1248544.3	14:23:26:664	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.1	16.1	2.6	16.3	16.3	2.6	1039.2	749	1255.9	770.8	object2	object2	0.1	0.2	-1	0.2	0.1	-1	14.9	17	538.8	-46.3	16.7	536.2	1254.1	653.8	1611.9	655.9	0
1248560.9	14:23:26:681	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	15.8	15.8	2.6	16.3	16.3	2.6	1044	738.5	1253.1	771.9	object2	object2	0.1	0.2	-1	0.2	0.1	-1	14.9	17	538.8	-46.3	16.7	536.1	1253.8	653.2	1611.9	655.9	0
1248577.6	14:23:26:697	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	15.9	15.9	2.6	16.1	16.1	2.6	1036.9	748	1251.6	772.9	object2	object2	0	0.2	-1	0.2	0.1	-1	14.9	17	538.8	-46.3	16.7	536	1254	653.7	1611.8	655.9	0
1248594.2	14:23:26:714	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.3	16.3	2.6	16	16	2.6	1045.3	754.9	1249.7	772.2	object2	object2	0.1	0.2	-1	0.2	0.2	-1	14.9	17	538.9	-46.3	16.7	536.2	1253.4	654	1611.7	655.8	0
1248610.9	14:23:26:731	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16	16	2.6	15.5	15.5	2.6	1044.9	738.7	1248.4	771.7	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15	17.1	539.5	-46.2	16.7	536.2	1253.2	653.3	1611.6	655.8	0
1248627.6	14:23:26:747	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.2	16.2	2.6	15.3	15.3	2.6	1040	740.7	1247.7	771.2	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15	17	539.5	-46.2	16.7	536.2	1253.2	653.6	1611.4	655.8	0
1248644.2	14:23:26:764	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.2	16.2	2.6	16.1	16.1	2.6	1049.8	751	1246.9	770.4	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.1	17	539.4	-46.2	16.7	536.4	1252.4	654.1	1611.3	655.9	0
1248660.9	14:23:26:781	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.1	16.1	2.6	15.6	15.6	2.6	1045.8	742.9	1245.9	769.3	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.2	17	539.6	-46.2	16.7	536.4	1252.4	653.8	1611.1	655.9	0
1248677.6	14:23:26:797	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.1	16.1	2.6	16	16	2.6	1050	746.2	1245.1	769.8	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.2	17	539.8	-46.1	16.7	536.5	1252	654	1610.8	656	0
1248694.2	14:23:26:814	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16	16	2.6	15.5	15.5	2.6	1056.5	741.2	1242.9	768.7	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.3	17	539.8	-46.1	16.7	536.5	1251.5	653.8	1610.7	655.8	0
1248710.9	14:23:26:831	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16	16	2.6	15.5	15.5	2.6	1059.4	741.3	1241.1	767.4	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.3	17	539.9	-46.1	16.7	536.5	1251.1	653.8	1610.5	655.8	0
1248727.6	14:23:26:847	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.1	16.1	2.6	15.8	15.8	2.6	1066	741.6	1241.9	768.6	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.4	17	540.2	-46	16.7	536.6	1250.5	653.9	1610.2	655.9	0
1248744.3	14:23:26:864	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16	16	2.6	15.9	15.9	2.6	1069.8	738	1240	767.4	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.5	17	540.1	-46	16.7	536.4	1250.2	653.5	1610.1	655.7	0
1248760.9	14:23:26:881	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16	16	2.6	15.8	15.8	2.6	1073.1	731	1229.7	763.3	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.5	17.1	540.5	-45.9	16.8	536.3	1249.7	653.3	1610.1	655.3	0
1248777.6	14:23:26:897	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Fixation	Fixation	6	6	16.4	16.4	2.6	16.1	16.1	2.6	1072.6	739.7	1233.2	763.9	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.6	17.1	540.5	-45.9	16.8	536.2	1249.6	653.9	1609.7	655.5	0
1248794.2	14:23:26:914	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Saccade	Fixation	6	6	16.3	16.3	2.6	15.8	15.8	2.6	1080.6	741	1233.7	762.6	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.6	17.1	540.5	-45.8	16.8	536.2	1249	653.8	1609.4	655.3	0
1248810.9	14:23:26:931	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Saccade	Saccade	6	6	16.2	16.2	2.6	16.1	16.1	2.6	1119.2	743.7	1241.8	764.6	object2	object2	0.1	0.2	-1	0.2	0.2	-1	15.8	17.1	540.6	-45.7	16.8	536.2	1247.4	654	1608.1	655.5	0
1248827.6	14:23:26:947	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Saccade	Saccade	6	6	16	16	2.6	16	16	2.6	1213.8	747.9	1298.5	768.3	object2	object2	0.1	0.2	-1	0.2	0.1	-1	16.1	17.1	541.5	-45.4	16.8	536.4	1244.7	654.3	1605.6	655.6	0
1248844.3	14:23:26:964	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Saccade	Saccade	6	6	16.3	16.3	2.6	16.3	16.3	2.6	1232	754.9	1322.6	779	object2	object2	0.2	0.2	-1	0.3	0.1	-1	16.2	17.1	542.3	-45.4	16.8	536.8	1243.8	654.5	1605.1	655.9	0
1248860.9	14:23:26:981	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Saccade	Saccade	6	6	16	16	2.6	15.9	15.9	2.6	1239.6	749.8	1331.4	788	object2	object2	0.2	0.2	-1	0.3	0.1	-1	16.3	17.1	542.8	-45.4	16.9	537.1	1243.6	654.1	1605	655.9	0
1248877.5	14:23:26:997	Trial011	Pic2.jpg	0	1999.2	P05	DarkBlue	100	Eye	Saccade	Saccade	6	6	16.1	16.1	2.6	16.3	16.3	2.6	1239.8	754.4	1327.4	788.8	object2	object2	0.2	0.2	-1	0.3	0.1	-1	16.3	17.2	543.3	-45.5	16.9	537.3	1243.6	654.1	1605.3	655.7	0
1248894.2	14:23:27:014	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	1	1	16.3	16.3	2.6	16.3	16.3	2.6	1244.6	753.8	1331.7	793.5	validation4	validation4	0.2	0.2	-1	0.3	0.1	-1	16.3	17.2	543.9	-45.5	16.9	537.6	1243.4	653.9	1605.1	655.8	0
1248910.9	14:23:27:030	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	1	1	16.3	16.3	2.6	16.3	16.3	2.6	1248.3	754.4	1327.8	797.9	validation4	validation4	0.2	0.2	-1	0.3	0.1	-1	16.4	17.2	544.9	-45.5	16.9	537.7	1243.1	654	1605.4	655.8	0
1248927.5	14:23:27:047	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	1	1	16.5	16.5	2.6	16.4	16.4	2.6	1249.6	762.2	1327.2	798.8	validation4	validation4	0.2	0.2	-1	0.3	0.1	-1	16.4	17.2	545.8	-45.5	16.9	537.9	1243	654.4	1605.4	655.8	0
1248944.2	14:23:27:064	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	1	1	16.2	16.2	2.6	16.4	16.4	2.6	1252.6	760.4	1328.2	801.2	validation4	validation4	0.2	0.2	-1	0.3	0.1	-1	16.5	17.3	546.7	-45.5	16.9	538	1242.8	654.2	1605.3	655.9	0
1248960.8	14:23:27:080	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	1	1	16.3	16.3	2.7	16.1	16.1	2.6	1255.9	760.8	1325.1	798.7	validation4	validation4	0.2	0.2	-1	0.2	0.1	-1	16.5	17.3	547.5	-45.5	16.9	538	1242.7	654.1	1605.5	655.7	0
1248977.5	14:23:27:097	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	1	1	16.3	16.3	2.7	16.6	16.6	2.6	1265.5	758.7	1324.7	801.5	validation4	validation4	0.2	0.2	-1	0.2	0.1	-1	16.6	17.3	548.9	-45.6	16.9	538.3	1242.4	653.9	1605.6	655.9	0
1248994.1	14:23:27:114	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	1	1	15.9	15.9	2.7	16.6	16.6	2.6	1264.9	759.8	1326.6	804	validation4	validation4	0.2	0.2	-1	0.3	0.1	-1	16.6	17.3	549.5	-45.6	16.9	538.2	1242.6	654.1	1605.7	656.1	0
1249010.8	14:23:27:130	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	1	1	16.1	16.1	2.7	16.5	16.5	2.6	1271.1	759.6	1328.2	803.5	validation4	validation4	0.2	0.2	-1	0.3	0.1	-1	16.6	17.4	550.4	-45.6	16.8	538.2	1242.6	654.3	1605.9	656	0
1249027.5	14:23:27:147	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	1	1	16.4	16.4	2.7	16.6	16.6	2.7	1153.7	805.8	1161.7	856.9	White Space	White Space	0.1	0.1	-1	0.2	0.1	-1	16	17.1	547.1	-46	16.6	537.5	1247.5	656.3	1610.7	658.4	0
1249044.1	14:23:27:164	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	1	1	15.7	15.7	2.6	16.2	16.2	2.6	930.5	815.8	938.7	896.8	White Space	White Space	0	0.1	-1	0.1	0.1	-1	15.2	16.9	545	-46.4	16.3	535	1254.9	657	1617.7	660	0
1249060.8	14:23:27:180	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	1	1	17.6	17.6	2.7	16.8	16.8	2.7	759.3	940.4	767.6	947.7	White Space	White Space	-0.1	0.1	-1	0	0.1	-1	14.6	16.7	543.5	-46.9	16.2	535.6	1260.4	659.5	1622.7	661.7	0
1249077.4	14:23:27:197	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	1	1	17.3	17.3	2.7	16.9	16.9	2.7	647.4	966.1	668	973.5	validation3	validation3	-0.1	0.1	-1	-0.1	0	-1	14.3	16.6	542.8	-47.1	16	534.4	1263.7	660.6	1625.7	662.9	0
1249094.1	14:23:27:214	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	1	1	17.5	17.5	2.7	16.8	16.8	2.7	611.6	956.5	668.2	973.5	validation3	validation3	-0.2	0.1	-1	-0.1	0	-1	14.2	16.6	542.9	-47.2	16	534.3	1264.9	660.6	1626.4	663.1	0
1249110.8	14:23:27:230	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	1	1	17.8	17.8	2.8	17.2	17.2	2.7	621.7	968.7	664.6	988.5	validation3	validation3	-0.2	0.1	-1	-0.1	0	-1	14.1	16.5	540.5	-47.2	16	533.6	1264.8	661.1	1626.9	663.6	0
1249127.4	14:23:27:247	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	1	1	17.8	17.8	2.8	17.1	17.1	2.7	593.1	977.1	630	984.1	validation3	validation3	-0.2	0	-1	-0.1	0	-1	14.1	16.5	541.1	-47.3	16	534.7	1265.7	661.4	1627.9	663.4	0
1249144.1	14:23:27:264	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Saccade	2	1	18	18	2.8	17.2	17.2	2.7	540.1	984.6	603.4	1000.7	validation3	validation3	-0.2	0	-1	-0.1	0	-1	14	16.4	541.7	-47.3	15.9	533.8	1266.8	661.7	1628.6	664.1	0
1249160.8	14:23:27:280	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	2	2	17.8	17.8	2.8	16.7	16.7	2.7	518.4	979.5	515.4	984.6	validation3	validation3	-0.2	0	-1	-0.1	0	-1	13.9	16.4	541.6	-47.6	16	535.8	1267.7	661.5	1630.4	663.6	0
1249177.4	14:23:27:297	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	2	2	18	18	2.8	16.9	16.9	2.7	498.8	983.7	526	983.4	validation3	validation3	-0.2	0	-1	-0.1	0	-1	13.9	16.5	541.7	-47.7	16	536.5	1268.1	661.5	1630.3	663.5	0
1249194.1	14:23:27:314	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	2	2	17.8	17.8	2.9	17.3	17.3	2.7	495.7	980.3	536.4	984.9	validation3	validation3	-0.2	0.1	-1	-0.1	0	-1	13.9	16.5	541.8	-47.7	16	536.8	1268	661.4	1630.1	663.5	0
1249210.8	14:23:27:330	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	2	2	18	18	2.9	17.8	17.8	2.8	489.9	980.8	541.7	977.1	validation3	validation3	-0.2	0	-1	-0.1	0	-1	13.9	16.5	541.8	-47.8	16	537.2	1268	661.4	1630.2	663.2	0
1249227.4	14:23:27:347	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	2	2	18.2	18.2	2.9	17	17	2.8	488.3	979.5	522.5	973.6	validation3	validation3	-0.2	0.1	-1	-0.1	0	-1	13.9	16.5	542	-47.9	16.1	538	1268	661.4	1630.8	663.1	0
1249244.1	14:23:27:364	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	2	2	18.1	18.1	2.9	17.5	17.5	2.8	484.4	981.9	540.4	979.7	validation3	validation3	-0.2	0	-1	-0.1	0	-1	13.9	16.5	541.7	-47.8	16	536.9	1268.2	661.5	1630.3	663.4	0
1249260.7	14:23:27:380	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	2	2	18.3	18.3	2.9	17	17	2.8	406.8	982.6	458.6	979.8	validation3	validation3	-0.2	0	-1	-0.2	0	-1	13.7	16.5	543.2	-48.2	16.1	539.5	1270.4	661.5	1632.6	663.7	0
1249277.4	14:23:27:397	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Saccade	3	2	17.8	17.8	2.9	16.8	16.8	2.8	360.1	940.1	435.3	964.2	validation3	validation3	-0.3	0.1	-1	-0.2	0.1	-1	13.5	16.6	544.6	-48.5	16.1	540.9	1272.2	660.3	1633.8	662.9	0
1249294	14:23:27:414	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Saccade	3	2	18	18	2.9	17.2	17.2	2.8	399.8	939.9	510.8	965.2	validation3	validation3	-0.3	0.1	-1	-0.1	0.1	-1	13.6	16.6	544.8	-48.3	16.1	540	1271.1	660.2	1632.1	663	0
1249310.7	14:23:27:430	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Saccade	3	2	18	18	2.9	17.1	17.1	2.8	379.3	924	493	952.3	validation3	validation3	-0.3	0.1	-1	-0.2	0.1	-1	13.7	16.7	546.5	-48.3	16.2	541	1271.5	659.9	1632.2	662.5	0
1249327.4	14:23:27:447	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Saccade	3	2	17.8	17.8	2.9	17	17	2.8	368.2	919.9	479	944.5	validation3	validation3	-0.3	0.1	-1	-0.2	0.1	-1	13.7	16.8	547.2	-48.4	16.2	542.1	1271.5	659.7	1632.3	662.3	0
1249344.1	14:23:27:464	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Saccade	3	2	18	18	2.9	17.3	17.3	2.8	368.5	920.9	500	943.4	validation3	validation3	-0.3	0.1	-1	-0.1	0.1	-1	13.8	16.8	547.8	-48.4	16.3	542.8	1271.2	659.8	1631.7	662.3	0
1249360.7	14:23:27:480	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	3	2	18.7	18.7	3	17.8	17.8	2.8	370.9	917.4	509.1	949.4	validation3	validation3	-0.3	0.1	-1	-0.1	0.1	-1	13.8	16.8	548.1	-48.4	16.3	542.5	1270.7	659.6	1631.3	662.5	0
1249377.3	14:23:27:497	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	3	2	18.5	18.5	3	17	17	2.8	528.6	853	640.9	829.3	validation3	validation3	-0.2	0.1	-1	-0.1	0.1	-1	14.3	16.9	546.2	-47.8	16.4	541.1	1265.8	657.6	1627	659.4	0
1249394	14:23:27:514	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Saccade	Saccade	3	2	17.7	17.7	3	16.7	16.7	2.8	805.4	675.4	858.8	714.6	fixation	fixation	-0.1	0.2	-1	0	0.2	-1	14.9	17.2	545.5	-46.9	16.8	539.2	1258.5	653	1619.8	655.3	0
1249410.7	14:23:27:530	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	4	3	18	18	3	17.1	17.1	2.8	907.4	619.5	975.4	650.3	fixation	fixation	0	0.2	-1	0.1	0.2	-1	15.2	17.4	545	-46.6	17.1	540.2	1254.9	650.9	1615.5	652.7	0
1249427.3	14:23:27:547	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	4	3	18.1	18.1	3	17.6	17.6	2.8	897.7	618.9	966.9	662.1	fixation	fixation	0	0.2	-1	0.1	0.2	-1	15.4	17.4	545.7	-46.5	17	538.9	1254.5	650.8	1615.7	652.9	0
1249444.1	14:23:27:564	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	4	3	18.1	18.1	3	17.3	17.3	2.8	896.6	613.4	965.7	653.2	fixation	fixation	0	0.3	-1	0.1	0.2	-1	15.5	17.4	545.5	-46.4	17	538.3	1253.8	650.7	1615.5	652.6	0
1249460.7	14:23:27:580	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	4	3	18.3	18.3	3	17.6	17.6	2.8	900.6	615.5	963.5	651.9	fixation	fixation	0	0.2	-1	0.1	0.2	-1	15.5	17.4	544.3	-46.3	17	538.7	1253.1	650.8	1615.1	652.5	0
1249477.4	14:23:27:597	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	4	3	18.8	18.8	3	17.6	17.6	2.8	901.2	614.2	964.7	655.6	fixation	fixation	0	0.2	-1	0.1	0.2	-1	15.7	17.4	544.7	-46.2	17	538	1252.5	650.6	1614.8	652.7	0
1249494	14:23:27:614	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	4	3	18.6	18.6	3	17.7	17.7	2.8	899.2	614.9	966	652.9	fixation	fixation	0	0.2	-1	0.1	0.2	-1	15.7	17.4	543.5	-46.1	17	537	1252.2	650.6	1614.4	652.3	0
1249510.6	14:23:27:630	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	4	3	18.4	18.4	3	17.8	17.8	2.8	900.2	614.2	966.2	651.6	fixation	fixation	0	0.2	-1	0.1	0.2	-1	15.8	17.4	544	-46	17	537.3	1251.5	650.5	1614	652.2	0
1249527.4	14:23:27:647	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	4	3	18.4	18.4	3	17.9	17.9	2.8	902.9	614.2	964.1	649.8	fixation	fixation	0	0.2	-1	0.1	0.2	-1	15.8	17.4	543.1	-46	17	537	1251	650.5	1614	652.1	0
1249544	14:23:27:664	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	4	3	18.5	18.5	3	17.9	17.9	2.9	901.5	614	966.1	651.7	fixation	fixation	0	0.2	-1	0.1	0.2	-1	15.9	17.4	542.8	-45.9	17	536.3	1250.8	650.6	1613.4	652.3	0
1249560.6	14:23:27:680	Trial012	Fixation.png	0	2001.6	P05	DarkBlue	99.9	Eye	Fixation	Fixation	4	3	18.9	18.9	3	17.7	17.7	2.9	904.1	617.3	967.4	648.9	fixation	fixation	0	0.2	-1	0.1	0.2	-1	16	17.3	542.6	-45.8	17	536.4	1250.2	650.9	1613	652.1	0
